Linux,4.2.0-27-generic,(bitnami-virtual-machine),Tuesday,02,August,2016,_x86_64_,(8,CPU)

03:37:06,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:37:26,IST,eth0,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
03:37:26,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:37:26,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:37:46,IST,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
03:37:46,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:37:46,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:38:06,IST,eth0,1.05,1.30,0.45,0.17,0.00,0.00,0.00,0.00
03:38:06,IST,lo,0.30,0.30,0.05,0.05,0.00,0.00,0.00,0.00

03:38:06,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:38:26,IST,eth0,1.30,4.70,0.12,8.91,0.00,0.00,0.00,0.01
03:38:26,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:38:26,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:38:46,IST,eth0,94.10,359.40,14.80,749.17,0.00,0.00,0.00,0.61
03:38:46,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:38:46,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:39:06,IST,eth0,156.45,525.20,23.28,1065.80,0.00,0.00,0.00,0.87
03:39:06,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:39:06,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:39:26,IST,eth0,192.00,546.50,26.46,1112.34,0.00,0.00,0.00,0.91
03:39:26,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:39:26,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:39:46,IST,eth0,213.25,585.75,27.69,1202.35,0.00,0.00,0.00,0.98
03:39:46,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:39:46,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:40:06,IST,eth0,207.20,522.15,26.82,1057.17,0.00,0.00,0.00,0.87
03:40:06,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:40:06,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:40:26,IST,eth0,211.85,552.55,27.23,1133.39,0.00,0.00,0.00,0.93
03:40:26,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:40:26,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:40:46,IST,eth0,220.80,585.80,28.22,1207.26,0.00,0.00,0.00,0.99
03:40:46,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:40:46,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:41:06,IST,eth0,210.75,537.90,27.24,1085.05,0.00,0.00,0.00,0.89
03:41:06,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:41:06,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:41:26,IST,eth0,223.35,568.25,28.92,1162.56,0.00,0.00,0.00,0.95
03:41:26,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:41:26,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:41:46,IST,eth0,232.55,606.70,29.82,1238.80,0.00,0.00,0.00,1.01
03:41:46,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:41:46,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:42:06,IST,eth0,210.95,547.85,27.43,1121.14,0.00,0.00,0.00,0.92
03:42:06,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:42:06,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:42:26,IST,eth0,210.20,532.60,27.06,1083.84,0.00,0.00,0.00,0.89
03:42:26,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:42:26,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:42:46,IST,eth0,196.70,493.25,25.71,1009.39,0.00,0.00,0.00,0.83
03:42:46,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:42:46,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:43:06,IST,eth0,222.55,594.30,28.40,1219.06,0.00,0.00,0.00,1.00
03:43:06,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:43:06,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:43:26,IST,eth0,202.00,519.50,25.85,1056.57,0.00,0.00,0.00,0.87
03:43:26,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:43:26,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:43:46,IST,eth0,202.55,522.70,25.94,1073.47,0.00,0.00,0.00,0.88
03:43:46,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:43:46,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:44:06,IST,eth0,210.25,530.25,27.33,1083.46,0.00,0.00,0.00,0.89
03:44:06,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:44:06,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:44:26,IST,eth0,214.00,550.45,27.48,1130.02,0.00,0.00,0.00,0.93
03:44:26,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:44:26,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:44:46,IST,eth0,202.05,512.75,26.16,1046.17,0.00,0.00,0.00,0.86
03:44:46,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:44:46,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:45:06,IST,eth0,211.05,564.50,27.01,1168.76,0.00,0.00,0.00,0.96
03:45:06,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:45:06,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:45:26,IST,eth0,212.10,571.20,27.07,1186.14,0.00,0.00,0.00,0.97
03:45:26,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:45:26,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:45:46,IST,eth0,218.70,555.50,28.54,1131.77,0.00,0.00,0.00,0.93
03:45:46,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:45:46,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:46:06,IST,eth0,208.75,531.10,26.88,1081.97,0.00,0.00,0.00,0.89
03:46:06,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:46:06,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:46:26,IST,eth0,204.40,532.25,26.09,1097.93,0.00,0.00,0.00,0.90
03:46:26,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:46:26,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:46:46,IST,eth0,207.10,552.75,26.52,1141.22,0.00,0.00,0.00,0.93
03:46:46,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:46:46,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:47:06,IST,eth0,216.50,563.65,27.46,1163.08,0.00,0.00,0.00,0.95
03:47:06,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:47:06,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:47:26,IST,eth0,205.65,521.80,26.58,1069.08,0.00,0.00,0.00,0.88
03:47:26,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:47:26,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:47:46,IST,eth0,205.00,528.55,26.06,1087.16,0.00,0.00,0.00,0.89
03:47:46,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:47:46,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:48:06,IST,eth0,203.30,507.00,26.81,1024.81,0.00,0.00,0.00,0.84
03:48:06,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:48:06,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:48:26,IST,eth0,208.65,522.85,26.75,1069.19,0.00,0.00,0.00,0.88
03:48:26,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:48:26,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:48:46,IST,eth0,198.30,542.40,25.47,1126.59,0.00,0.00,0.00,0.92
03:48:46,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

03:48:46,IST,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
03:49:06,IST,eth0,209.45,549.10,27.03,1129.34,0.00,0.00,0.00,0.93
03:49:06,IST,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

